ID,NAME,latitude
3049,Cambridge Pl & Gates Ave,40.68488
3050,Putnam Ave & Throop Ave,40.6851532
3052,Lewis Ave & Madison St,40.686312
3053,Marcy Ave & Lafayette Ave,40.6900815
3054,Greene Ave & Throop Ave,40.6894932
3055,Greene Ave & Nostrand Ave,40.6883337
3056,Kosciuszko St & Nostrand Ave,40.69072549
3057,Kosciuszko St & Tompkins Ave,40.69128258
3058,Lewis Ave & Kosciuszko St,40.69237074
3059,Pulaski St & Marcus Garvey Blvd,40.6933982
3060,Willoughby Ave & Tompkins Ave,40.69425403
3061,Throop Ave & Myrtle Ave,40.69622937
3062,Myrtle Ave & Marcy Ave,40.69539817
3063,Nostrand Ave & Myrtle Ave,40.69527008
3064,Myrtle Ave & Lewis Ave,40.69681963
3065,Union Ave & Wallabout St,40.70029511
3066,Tompkins Ave & Hopkins St,40.69957608
3067,Broadway & Whipple St,40.7016657
3068,Humboldt St & Varet St,40.7031724
3069,Lorimer St & Broadway,40.70411791
3070,McKibbin St & Manhattan Ave,40.70510918
3071,Boerum St & Broadway,40.70538077
3072,Leonard St & Boerum St,40.70583339
3074,Montrose Ave & Bushwick Ave,40.70767788
3075,Division Ave & Marcy Ave,40.70708701
3076,Scholes St & Manhattan Ave,40.70870368
3077,Stagg St & Union Ave,40.70877084
3078,Broadway & Roebling St,40.70924826276157
3080,S 4 St & Rodney St,40.70934
3081,Graham Ave & Grand St,40.711863
3082,Hope St & Union Ave,40.71167351
3083,Bushwick Ave & Powers St,40.71247661
3085,Roebling St & N 4 St,40.71469
3086,Graham Ave & Conselyea St,40.715143
3087,Metropolitan Ave & Meeker Ave,40.71413311
3088,Union Ave & Jackson St,40.7160751
3092,Berry St & N 8 St,40.7190095
3093,N 6 St & Bedford Ave,40.71745169
3094,Graham Ave & Withers St,40.7169811
3095,Graham Ave & Herbert St,40.71929301
3096,Union Ave & N 12 St,40.71924
3100,Nassau Ave & Newell St,40.724812564400175
3101,N 12 St & Bedford Ave,40.72079821
3102,Driggs Ave & Lorimer St,40.72179134
3105,N 15 St & Wythe Ave,40.724055
3106,Driggs Ave & N Henry St,40.72325
3107,Bedford Ave & Nassau Ave,40.72311651
3108,Nassau Ave & Russell St,40.72557
3109,Banker St & Meserole Ave,40.72606
3110,Meserole Ave & Manhattan Ave,40.72708584
3112,Milton St & Franklin St,40.72906
3113,Greenpoint Ave & Manhattan Ave,40.73026
3115,India St & Manhattan Ave,40.73232194
3116,Huron St & Franklin St,40.73266
3117,Franklin St & Dupont St,40.73564
3118,McGuinness Blvd & Eagle St,40.73555
3119,Vernon Blvd & 50 Ave,40.74232744
3121,Jackson Ave & 46 Rd,40.74524768
3122,48 Ave & 5 St,40.744363287066875
3123,31 St & Thomson Ave,40.74469738
3124,46 Ave & 5 St,40.74731
3125,45 Rd & 11 St,40.74708586
3126,44 Dr & Jackson Ave,40.74718234
3127,9 St & 44 Rd,40.74966
3128,21 St & 43 Ave,40.75052534
3129,Queens Plaza North & Crescent St,40.75110165
3130,21 St & Queens Plaza North,40.75325964
3131,E 68 St & 3 Ave,40.76712840349542
3132,E 59 St & Madison Ave,40.76350532
3134,3 Ave & E 62 St,40.76312584
3135,E 75 St & 3 Ave,40.77112927
3136,5 Ave & E 63 St,40.766368
3137,5 Ave & E 73 St,40.77282817
3139,E 72 St & Park Ave,40.77118287540658
3140,1 Ave & E 78 St,40.77140426
3141,1 Ave & E 68 St,40.76500525
3142,1 Ave & E 62 St,40.7612274
3143,5 Ave & E 78 St,40.77632142182271
3144,E 81 St & Park Ave,40.77677702
3145,E 84 St & Park Ave,40.77862688
3146,E 81 St & 3 Ave,40.77573034
3147,E 85 St & 3 Ave,40.77801203
3148,E 84 St & 1 Ave,40.77565541
3150,E 85 St & York Ave,40.77536905
3151,E 81 St & York Ave,40.7728384
3152,3 Ave & E 71 St,40.76873687
3154,E 77 St & 3 Ave,40.77314236
3156,E 72 St & York Ave,40.76663814
3157,East End Ave & E 86 St,40.77518615
3158,W 63 St & Broadway,40.77163851
3159,W 67 St & Broadway,40.77492513
3160,Central Park West & W 76 St,40.77896784
3161,W 76 St & Columbus Ave,40.7801839724239
3163,Central Park West & W 68 St,40.7734066
3164,Columbus Ave & W 72 St,40.7770575
